Theory_MeV,Scale_Type,k_Node,Is_Prime,Stability_Score,Status,Match_Name,Error_Percent
4534.8964,BARYON (Pi^5),29,True,90,CONFIRMED,Z(4430) Tetraquark,2.3131
4551.6414,MESON (A^-1),65,False,40,NOISE,,
4581.1179,LEPTON (N),44,False,30,NOISE,,
4621.6666,MESON (A^-1),66,False,40,NOISE,,
4685.2342,LEPTON (N),45,False,30,NOISE,,
4691.2721,BARYON (Pi^5),30,False,60,RESONANCE,,
4691.6919,MESON (A^-1),67,True,70,PREDICTION,,
4761.7171,MESON (A^-1),68,False,40,NOISE,,
4789.3505,LEPTON (N),46,False,30,NOISE,,
4831.7424,MESON (A^-1),69,False,40,NOISE,,
4847.6479,BARYON (Pi^5),31,True,90,PREDICTION,,
4893.4668,LEPTON (N),47,True,60,RESONANCE,,
4901.7676,MESON (A^-1),70,False,40,NOISE,,
4971.7929,MESON (A^-1),71,True,70,PREDICTION,,
4997.5831,LEPTON (N),48,False,30,NOISE,,
5004.0236,BARYON (Pi^5),32,False,60,RESONANCE,,
5041.8181,MESON (A^-1),72,False,40,NOISE,,
5101.6994,LEPTON (N),49,False,30,NOISE,,
5111.8434,MESON (A^-1),73,True,70,PREDICTION,,
5160.3993,BARYON (Pi^5),33,False,60,CONFIRMED,B+,2.3041
5181.8686,MESON (A^-1),74,False,40,CONFIRMED,B+,1.8802
5205.8158,LEPTON (N),50,False,30,CONFIRMED,B+,1.4116
5251.8939,MESON (A^-1),75,False,40,CONFIRMED,B+,0.5218
5309.9321,LEPTON (N),51,False,30,CONFIRMED,B+,0.5769
5316.7751,BARYON (Pi^5),34,False,60,CONFIRMED,B+,0.7048
5321.9191,MESON (A^-1),76,False,40,CONFIRMED,B+,0.8008
5391.9444,MESON (A^-1),77,False,40,CONFIRMED,B+,2.0891
5414.0484,LEPTON (N),52,False,30,CONFIRMED,B+,2.4889
5461.9696,MESON (A^-1),78,False,40,NOISE,,
5473.1508,BARYON (Pi^5),35,False,60,RESONANCE,,
5518.1647,LEPTON (N),53,True,60,RESONANCE,,
5531.9949,MESON (A^-1),79,True,70,PREDICTION,,
5602.0201,MESON (A^-1),80,False,40,NOISE,,
5622.2810,LEPTON (N),54,False,30,NOISE,,
5629.5266,BARYON (Pi^5),36,False,60,RESONANCE,,
5672.0454,MESON (A^-1),81,False,40,NOISE,,
5726.3973,LEPTON (N),55,False,30,NOISE,,
5742.0706,MESON (A^-1),82,False,40,NOISE,,
5785.9023,BARYON (Pi^5),37,True,90,PREDICTION,,
5812.0959,MESON (A^-1),83,True,70,PREDICTION,,
5830.5136,LEPTON (N),56,False,30,NOISE,,
5882.1211,MESON (A^-1),84,False,40,NOISE,,
5934.6300,LEPTON (N),57,False,30,NOISE,,
5942.2780,BARYON (Pi^5),38,False,60,RESONANCE,,
5952.1464,MESON (A^-1),85,False,40,NOISE,,
6022.1716,MESON (A^-1),86,False,40,NOISE,,
6038.7463,LEPTON (N),58,False,30,NOISE,,
6092.1969,MESON (A^-1),87,False,40,NOISE,,
6098.6538,BARYON (Pi^5),39,False,60,RESONANCE,,
6142.8626,LEPTON (N),59,True,60,RESONANCE,,
6162.2221,MESON (A^-1),88,False,40,NOISE,,
6232.2474,MESON (A^-1),89,True,70,PREDICTION,,
6246.9789,LEPTON (N),60,False,30,NOISE,,
6255.0295,BARYON (Pi^5),40,False,60,RESONANCE,,
6302.2726,MESON (A^-1),90,False,40,NOISE,,
6351.0952,LEPTON (N),61,True,60,RESONANCE,,
6372.2979,MESON (A^-1),91,False,40,NOISE,,
6411.4052,BARYON (Pi^5),41,True,90,PREDICTION,,
6442.3232,MESON (A^-1),92,False,40,NOISE,,
6455.2115,LEPTON (N),62,False,30,NOISE,,
6512.3484,MESON (A^-1),93,False,40,NOISE,,
6559.3278,LEPTON (N),63,False,30,NOISE,,
6567.7810,BARYON (Pi^5),42,False,60,RESONANCE,,
