SIMULATION LOG - STABLE CANDIDATES ONLY
VACUUM_FREQ: 137.035999
------------------------------------------------------------
FREQ_HZ      | RATIO (w/vac)   | MAX_STRAIN   | STATUS
111.6411     | 0.814684        | 0.999793     | STABLE
111.6710     | 0.814902        | 0.999970     | STABLE
111.7009     | 0.815121        | 0.999986     | STABLE
111.7308     | 0.815339        | 0.999974     | STABLE
111.7607     | 0.815557        | 0.999881     | STABLE
111.7906     | 0.815775        | 0.999855     | STABLE
111.8205     | 0.815993        | 0.999915     | STABLE
111.8504     | 0.816212        | 0.999667     | STABLE
111.8803     | 0.816430        | 0.999432     | STABLE
111.9102     | 0.816648        | 0.999997     | STABLE
111.9401     | 0.816866        | 0.999832     | STABLE
111.9700     | 0.817085        | 0.999864     | STABLE
111.9999     | 0.817303        | 0.999865     | STABLE
112.0298     | 0.817521        | 0.999972     | STABLE
112.0597     | 0.817739        | 0.999971     | STABLE
112.0896     | 0.817957        | 0.999981     | STABLE
112.1195     | 0.818176        | 0.999970     | STABLE
112.1494     | 0.818394        | 0.999919     | STABLE
112.1793     | 0.818612        | 0.999734     | STABLE
112.2092     | 0.818830        | 0.999853     | STABLE
112.2391     | 0.819048        | 0.999848     | STABLE
112.2690     | 0.819267        | 0.999964     | STABLE
112.2989     | 0.819485        | 0.999894     | STABLE
112.3288     | 0.819703        | 0.999960     | STABLE
112.3587     | 0.819921        | 0.999665     | STABLE
112.3886     | 0.820140        | 0.999968     | STABLE
112.4185     | 0.820358        | 0.999988     | STABLE
112.4484     | 0.820576        | 0.999773     | STABLE
112.4783     | 0.820794        | 0.999751     | STABLE
112.5083     | 0.821012        | 0.999911     | STABLE
112.5382     | 0.821231        | 0.999971     | STABLE
112.5681     | 0.821449        | 0.999892     | STABLE
112.5980     | 0.821667        | 0.999971     | STABLE
112.6279     | 0.821885        | 0.999989     | STABLE
112.6578     | 0.822103        | 0.999905     | STABLE
112.6877     | 0.822322        | 0.999995     | STABLE
112.7176     | 0.822540        | 0.999963     | STABLE
112.7475     | 0.822758        | 0.999844     | STABLE
112.7774     | 0.822976        | 0.999999     | STABLE
112.8073     | 0.823195        | 0.997763     | STABLE
112.8372     | 0.823413        | 0.999959     | STABLE
112.8671     | 0.823631        | 0.999913     | STABLE
112.8970     | 0.823849        | 0.999941     | STABLE
112.9269     | 0.824067        | 0.999807     | STABLE
112.9568     | 0.824286        | 0.999941     | STABLE
112.9867     | 0.824504        | 0.999974     | STABLE
113.0166     | 0.824722        | 0.999973     | STABLE
113.0465     | 0.824940        | 0.999958     | STABLE
113.0764     | 0.825158        | 0.999646     | STABLE
113.1063     | 0.825377        | 0.999593     | STABLE
113.1362     | 0.825595        | 0.999985     | STABLE
113.1661     | 0.825813        | 0.999970     | STABLE
113.1960     | 0.826031        | 0.999852     | STABLE
113.2259     | 0.826249        | 0.999631     | STABLE
113.2558     | 0.826468        | 0.999859     | STABLE
113.2857     | 0.826686        | 0.999915     | STABLE
113.3156     | 0.826904        | 0.999885     | STABLE
113.3455     | 0.827122        | 0.999950     | STABLE
113.3754     | 0.827341        | 0.999951     | STABLE
113.4053     | 0.827559        | 0.999999     | STABLE
113.4352     | 0.827777        | 0.999953     | STABLE
113.4651     | 0.827995        | 0.999988     | STABLE
113.4950     | 0.828213        | 0.999889     | STABLE
113.5250     | 0.828432        | 0.999896     | STABLE
113.5549     | 0.828650        | 0.999950     | STABLE
113.5848     | 0.828868        | 0.999872     | STABLE
113.6147     | 0.829086        | 0.999979     | STABLE
113.6446     | 0.829304        | 0.999987     | STABLE
113.6745     | 0.829523        | 0.999962     | STABLE
113.7044     | 0.829741        | 0.999943     | STABLE
113.7343     | 0.829959        | 0.999927     | STABLE
113.7642     | 0.830177        | 0.999652     | STABLE
113.7941     | 0.830396        | 0.999969     | STABLE
113.8240     | 0.830614        | 0.999884     | STABLE
113.8539     | 0.830832        | 0.999913     | STABLE
113.8838     | 0.831050        | 0.999884     | STABLE
113.9137     | 0.831268        | 0.999887     | STABLE
113.9436     | 0.831487        | 0.999988     | STABLE
113.9735     | 0.831705        | 0.999830     | STABLE
114.0034     | 0.831923        | 0.999853     | STABLE
114.0333     | 0.832141        | 0.999963     | STABLE
114.0632     | 0.832359        | 0.999925     | STABLE
114.0931     | 0.832578        | 0.999966     | STABLE
114.1230     | 0.832796        | 0.999901     | STABLE
114.1529     | 0.833014        | 0.999947     | STABLE
114.1828     | 0.833232        | 0.999928     | STABLE
114.2127     | 0.833450        | 0.999974     | STABLE
114.2426     | 0.833669        | 0.999893     | STABLE
114.2725     | 0.833887        | 0.999974     | STABLE
114.3024     | 0.834105        | 0.999881     | STABLE
114.3323     | 0.834323        | 0.999941     | STABLE
114.3622     | 0.834542        | 0.999988     | STABLE
114.3921     | 0.834760        | 0.999785     | STABLE
114.4220     | 0.834978        | 0.999509     | STABLE
114.4519     | 0.835196        | 0.999805     | STABLE
114.4818     | 0.835414        | 0.999852     | STABLE
114.5118     | 0.835633        | 0.999983     | STABLE
114.5417     | 0.835851        | 0.999939     | STABLE
114.5716     | 0.836069        | 0.999881     | STABLE
114.6015     | 0.836287        | 0.999933     | STABLE
114.6314     | 0.836505        | 0.999761     | STABLE
114.6613     | 0.836724        | 0.999971     | STABLE
114.6912     | 0.836942        | 0.999912     | STABLE
114.7211     | 0.837160        | 0.999958     | STABLE
114.7510     | 0.837378        | 0.999947     | STABLE
114.7809     | 0.837597        | 0.999896     | STABLE
114.8108     | 0.837815        | 0.999972     | STABLE
114.8407     | 0.838033        | 0.999876     | STABLE
114.8706     | 0.838251        | 0.999987     | STABLE
114.9005     | 0.838469        | 0.999976     | STABLE
114.9304     | 0.838688        | 0.999852     | STABLE
114.9603     | 0.838906        | 0.999783     | STABLE
114.9902     | 0.839124        | 0.999963     | STABLE
115.0201     | 0.839342        | 0.999914     | STABLE
115.0500     | 0.839560        | 0.999939     | STABLE
115.0799     | 0.839779        | 0.999958     | STABLE
115.1098     | 0.839997        | 0.999985     | STABLE
115.1397     | 0.840215        | 0.999903     | STABLE
115.1696     | 0.840433        | 0.999339     | STABLE
115.1995     | 0.840652        | 0.999968     | STABLE
115.2294     | 0.840870        | 0.999897     | STABLE
115.2593     | 0.841088        | 0.999890     | STABLE
115.2892     | 0.841306        | 0.999259     | STABLE
115.3191     | 0.841524        | 0.999771     | STABLE
115.3490     | 0.841743        | 0.999886     | STABLE
115.3789     | 0.841961        | 0.999894     | STABLE
115.4088     | 0.842179        | 0.999962     | STABLE
115.4387     | 0.842397        | 0.999758     | STABLE
115.4686     | 0.842615        | 0.999988     | STABLE
115.4985     | 0.842834        | 0.999854     | STABLE
115.5285     | 0.843052        | 0.999960     | STABLE
115.5584     | 0.843270        | 0.999587     | STABLE
115.5883     | 0.843488        | 0.999871     | STABLE
115.6182     | 0.843706        | 0.999679     | STABLE
115.6481     | 0.843925        | 0.999783     | STABLE
115.6780     | 0.844143        | 0.999871     | STABLE
115.7079     | 0.844361        | 0.998682     | STABLE
115.7378     | 0.844579        | 0.999892     | STABLE
115.7677     | 0.844798        | 0.999960     | STABLE
115.7976     | 0.845016        | 0.999915     | STABLE
115.8275     | 0.845234        | 0.999762     | STABLE
115.8574     | 0.845452        | 0.999955     | STABLE
115.8873     | 0.845670        | 0.999914     | STABLE
115.9172     | 0.845889        | 0.999965     | STABLE
115.9471     | 0.846107        | 0.999594     | STABLE
115.9770     | 0.846325        | 0.999974     | STABLE
116.0069     | 0.846543        | 0.999855     | STABLE
116.0368     | 0.846761        | 0.999992     | STABLE
116.0667     | 0.846980        | 0.999685     | STABLE
116.0966     | 0.847198        | 0.999849     | STABLE
116.1265     | 0.847416        | 0.999883     | STABLE
116.1564     | 0.847634        | 0.999682     | STABLE
116.1863     | 0.847853        | 0.999720     | STABLE
116.2162     | 0.848071        | 0.999882     | STABLE
116.2461     | 0.848289        | 0.999929     | STABLE
116.2760     | 0.848507        | 0.999869     | STABLE
116.3059     | 0.848725        | 0.999886     | STABLE
116.3358     | 0.848944        | 0.999857     | STABLE
116.3657     | 0.849162        | 0.999570     | STABLE
116.3956     | 0.849380        | 0.999974     | STABLE
116.4255     | 0.849598        | 0.999440     | STABLE
116.4554     | 0.849816        | 0.999987     | STABLE
116.4853     | 0.850035        | 0.999941     | STABLE
116.5153     | 0.850253        | 0.999915     | STABLE
116.5452     | 0.850471        | 0.999824     | STABLE
116.5751     | 0.850689        | 0.999832     | STABLE
116.6050     | 0.850908        | 0.999987     | STABLE
116.6349     | 0.851126        | 0.999973     | STABLE
116.6648     | 0.851344        | 0.999971     | STABLE
116.6947     | 0.851562        | 0.999929     | STABLE
116.7246     | 0.851780        | 0.999794     | STABLE
116.7545     | 0.851999        | 0.999913     | STABLE
116.7844     | 0.852217        | 0.999960     | STABLE
116.8143     | 0.852435        | 0.999870     | STABLE
116.8442     | 0.852653        | 0.999990     | STABLE
116.8741     | 0.852871        | 0.999940     | STABLE
116.9040     | 0.853090        | 0.999870     | STABLE
116.9339     | 0.853308        | 0.999906     | STABLE
116.9638     | 0.853526        | 0.999989     | STABLE
116.9937     | 0.853744        | 0.999987     | STABLE
117.0236     | 0.853962        | 0.999861     | STABLE
117.0535     | 0.854181        | 0.999805     | STABLE
117.0834     | 0.854399        | 0.999931     | STABLE
117.1133     | 0.854617        | 0.999740     | STABLE
117.1432     | 0.854835        | 0.999924     | STABLE
117.1731     | 0.855054        | 0.999744     | STABLE
117.2030     | 0.855272        | 0.999999     | STABLE
117.2329     | 0.855490        | 0.999886     | STABLE
117.2628     | 0.855708        | 0.999922     | STABLE
117.2927     | 0.855926        | 0.999959     | STABLE
117.3226     | 0.856145        | 0.999889     | STABLE
117.3525     | 0.856363        | 0.999412     | STABLE
117.3824     | 0.856581        | 0.999507     | STABLE
117.4123     | 0.856799        | 0.999823     | STABLE
117.4422     | 0.857017        | 0.999875     | STABLE
117.4721     | 0.857236        | 0.999933     | STABLE
117.5021     | 0.857454        | 0.999922     | STABLE
117.5320     | 0.857672        | 0.999886     | STABLE
117.5619     | 0.857890        | 0.999711     | STABLE
117.5918     | 0.858109        | 0.999848     | STABLE
117.6217     | 0.858327        | 0.999916     | STABLE
117.6516     | 0.858545        | 0.999776     | STABLE
117.6815     | 0.858763        | 0.999949     | STABLE
117.7114     | 0.858981        | 0.999877     | STABLE
117.7413     | 0.859200        | 0.999908     | STABLE
117.7712     | 0.859418        | 0.999843     | STABLE
117.8011     | 0.859636        | 0.999872     | STABLE
117.8310     | 0.859854        | 0.999768     | STABLE
117.8609     | 0.860072        | 0.999858     | STABLE
117.8908     | 0.860291        | 0.999935     | STABLE
117.9207     | 0.860509        | 0.999902     | STABLE
117.9506     | 0.860727        | 0.999762     | STABLE
117.9805     | 0.860945        | 0.999914     | STABLE
118.0104     | 0.861164        | 0.999932     | STABLE
118.0403     | 0.861382        | 0.999878     | STABLE
118.0702     | 0.861600        | 0.999797     | STABLE
118.1001     | 0.861818        | 0.999889     | STABLE
118.1300     | 0.862036        | 0.999623     | STABLE
118.1599     | 0.862255        | 0.999786     | STABLE
118.1898     | 0.862473        | 0.999641     | STABLE
118.2197     | 0.862691        | 0.999996     | STABLE
118.2496     | 0.862909        | 0.999954     | STABLE
118.2795     | 0.863127        | 0.999848     | STABLE
118.3094     | 0.863346        | 0.999946     | STABLE
118.3393     | 0.863564        | 0.999995     | STABLE
118.3692     | 0.863782        | 0.999989     | STABLE
118.3991     | 0.864000        | 0.999816     | STABLE
118.4290     | 0.864218        | 0.999807     | STABLE
118.4589     | 0.864437        | 0.999877     | STABLE
118.4888     | 0.864655        | 0.999913     | STABLE
118.5188     | 0.864873        | 0.999987     | STABLE
118.5487     | 0.865091        | 0.999610     | STABLE
118.5786     | 0.865310        | 0.999972     | STABLE
118.6085     | 0.865528        | 0.999932     | STABLE
118.6384     | 0.865746        | 0.999726     | STABLE
118.6683     | 0.865964        | 0.999892     | STABLE
118.6982     | 0.866182        | 0.999794     | STABLE
118.7281     | 0.866401        | 0.999852     | STABLE
118.7580     | 0.866619        | 0.999665     | STABLE
118.7879     | 0.866837        | 0.999954     | STABLE
118.8178     | 0.867055        | 0.999847     | STABLE
118.8477     | 0.867273        | 0.999950     | STABLE
118.8776     | 0.867492        | 0.999891     | STABLE
118.9075     | 0.867710        | 0.999987     | STABLE
118.9374     | 0.867928        | 0.999053     | STABLE
118.9673     | 0.868146        | 0.999821     | STABLE
118.9972     | 0.868365        | 0.999983     | STABLE
119.0271     | 0.868583        | 0.999970     | STABLE
119.0570     | 0.868801        | 0.999999     | STABLE
119.0869     | 0.869019        | 0.999790     | STABLE
119.1168     | 0.869237        | 0.999967     | STABLE
119.1467     | 0.869456        | 0.999856     | STABLE
119.1766     | 0.869674        | 0.999718     | STABLE
119.2065     | 0.869892        | 0.999950     | STABLE
119.2364     | 0.870110        | 0.999915     | STABLE
119.2663     | 0.870328        | 0.999730     | STABLE
119.2962     | 0.870547        | 0.999916     | STABLE
119.3261     | 0.870765        | 0.999677     | STABLE
119.3560     | 0.870983        | 0.999909     | STABLE
119.3859     | 0.871201        | 0.999953     | STABLE
119.4158     | 0.871419        | 0.999929     | STABLE
119.4457     | 0.871638        | 0.999999     | STABLE
119.4756     | 0.871856        | 0.999739     | STABLE
119.5056     | 0.872074        | 0.999751     | STABLE
119.5355     | 0.872292        | 0.999752     | STABLE
119.5654     | 0.872511        | 0.999835     | STABLE
119.5953     | 0.872729        | 0.999645     | STABLE
119.6252     | 0.872947        | 0.999788     | STABLE
119.6551     | 0.873165        | 0.999852     | STABLE
119.6850     | 0.873383        | 0.999986     | STABLE
119.7149     | 0.873602        | 0.999949     | STABLE
119.7448     | 0.873820        | 0.999980     | STABLE
119.7747     | 0.874038        | 0.999857     | STABLE
119.8046     | 0.874256        | 0.999965     | STABLE
119.8345     | 0.874474        | 0.999774     | STABLE
119.8644     | 0.874693        | 0.999785     | STABLE
119.8943     | 0.874911        | 0.999897     | STABLE
119.9242     | 0.875129        | 0.999875     | STABLE
119.9541     | 0.875347        | 0.999577     | STABLE
119.9840     | 0.875566        | 0.999944     | STABLE
120.0139     | 0.875784        | 0.999918     | STABLE
120.0438     | 0.876002        | 0.999987     | STABLE
120.0737     | 0.876220        | 0.999980     | STABLE
120.1036     | 0.876438        | 0.999787     | STABLE
120.1335     | 0.876657        | 0.999962     | STABLE
120.1634     | 0.876875        | 0.999673     | STABLE
120.1933     | 0.877093        | 0.999957     | STABLE
120.2232     | 0.877311        | 0.999857     | STABLE
120.2531     | 0.877529        | 0.999970     | STABLE
120.2830     | 0.877748        | 0.999934     | STABLE
120.3129     | 0.877966        | 0.999995     | STABLE
120.3428     | 0.878184        | 0.999957     | STABLE
120.3727     | 0.878402        | 0.999903     | STABLE
120.4026     | 0.878621        | 0.999836     | STABLE
120.4325     | 0.878839        | 0.999931     | STABLE
120.4624     | 0.879057        | 0.999988     | STABLE
120.4923     | 0.879275        | 0.999713     | STABLE
120.5223     | 0.879493        | 0.999816     | STABLE
120.5522     | 0.879712        | 0.999801     | STABLE
120.5821     | 0.879930        | 0.999841     | STABLE
120.6120     | 0.880148        | 0.999714     | STABLE
120.6419     | 0.880366        | 0.999997     | STABLE
120.6718     | 0.880584        | 0.999992     | STABLE
120.7017     | 0.880803        | 0.999711     | STABLE
120.7316     | 0.881021        | 0.999901     | STABLE
120.7615     | 0.881239        | 0.999968     | STABLE
120.7914     | 0.881457        | 0.999974     | STABLE
120.8213     | 0.881675        | 0.999974     | STABLE
120.8512     | 0.881894        | 0.999867     | STABLE
120.8811     | 0.882112        | 0.998061     | STABLE
120.9110     | 0.882330        | 0.999859     | STABLE
120.9409     | 0.882548        | 0.999818     | STABLE
120.9708     | 0.882767        | 0.999873     | STABLE
121.0007     | 0.882985        | 0.999997     | STABLE
121.0306     | 0.883203        | 0.999855     | STABLE
121.0605     | 0.883421        | 0.999908     | STABLE
121.0904     | 0.883639        | 0.999940     | STABLE
121.1203     | 0.883858        | 0.999852     | STABLE
121.1502     | 0.884076        | 0.999996     | STABLE
121.1801     | 0.884294        | 0.998564     | STABLE
121.2100     | 0.884512        | 0.999884     | STABLE
121.2399     | 0.884730        | 0.999806     | STABLE
121.2698     | 0.884949        | 0.999817     | STABLE
121.2997     | 0.885167        | 0.999968     | STABLE
121.3296     | 0.885385        | 0.999986     | STABLE
121.3595     | 0.885603        | 0.999995     | STABLE
121.3894     | 0.885822        | 0.999882     | STABLE
121.4193     | 0.886040        | 0.999913     | STABLE
121.4492     | 0.886258        | 0.999879     | STABLE
121.4791     | 0.886476        | 0.999790     | STABLE
121.5091     | 0.886694        | 0.999814     | STABLE
121.5390     | 0.886913        | 0.999779     | STABLE
121.5689     | 0.887131        | 0.999987     | STABLE
121.5988     | 0.887349        | 0.999891     | STABLE
121.6287     | 0.887567        | 0.999960     | STABLE
121.6586     | 0.887785        | 0.999999     | STABLE
121.6885     | 0.888004        | 0.999848     | STABLE
121.7184     | 0.888222        | 0.999862     | STABLE
121.7483     | 0.888440        | 0.999795     | STABLE
121.7782     | 0.888658        | 0.999785     | STABLE
121.8081     | 0.888877        | 0.999973     | STABLE
121.8380     | 0.889095        | 0.999891     | STABLE
121.8679     | 0.889313        | 0.999950     | STABLE
121.8978     | 0.889531        | 0.999975     | STABLE
121.9277     | 0.889749        | 0.999901     | STABLE
121.9576     | 0.889968        | 0.999865     | STABLE
121.9875     | 0.890186        | 0.999964     | STABLE
122.0174     | 0.890404        | 0.999863     | STABLE
122.0473     | 0.890622        | 0.999937     | STABLE
122.0772     | 0.890840        | 0.999916     | STABLE
122.1071     | 0.891059        | 0.999224     | STABLE
122.1370     | 0.891277        | 0.999763     | STABLE
122.1669     | 0.891495        | 0.999637     | STABLE
122.1968     | 0.891713        | 0.999895     | STABLE
122.2267     | 0.891931        | 0.999917     | STABLE
122.2566     | 0.892150        | 0.999976     | STABLE
122.2865     | 0.892368        | 0.999950     | STABLE
122.3164     | 0.892586        | 0.999910     | STABLE
122.3463     | 0.892804        | 0.999933     | STABLE
122.3762     | 0.893023        | 0.999853     | STABLE
122.4061     | 0.893241        | 0.999865     | STABLE
122.4360     | 0.893459        | 0.999902     | STABLE
122.4659     | 0.893677        | 0.999775     | STABLE
122.4958     | 0.893895        | 0.999605     | STABLE
122.5258     | 0.894114        | 0.999976     | STABLE
122.5557     | 0.894332        | 0.999925     | STABLE
122.5856     | 0.894550        | 0.999810     | STABLE
122.6155     | 0.894768        | 0.999955     | STABLE
122.6454     | 0.894986        | 0.999813     | STABLE
122.6753     | 0.895205        | 0.999660     | STABLE
122.7052     | 0.895423        | 0.999786     | STABLE
122.7351     | 0.895641        | 0.999941     | STABLE
122.7650     | 0.895859        | 0.999505     | STABLE
122.7949     | 0.896078        | 0.999980     | STABLE
122.8248     | 0.896296        | 0.992829     | STABLE
122.8547     | 0.896514        | 0.999995     | STABLE
122.8846     | 0.896732        | 0.999672     | STABLE
122.9145     | 0.896950        | 0.999923     | STABLE
122.9444     | 0.897169        | 0.999962     | STABLE
122.9743     | 0.897387        | 0.999753     | STABLE
123.0042     | 0.897605        | 0.999936     | STABLE
123.0341     | 0.897823        | 0.999756     | STABLE
123.0640     | 0.898041        | 0.999935     | STABLE
123.0939     | 0.898260        | 0.999987     | STABLE
123.1238     | 0.898478        | 0.999949     | STABLE
123.1537     | 0.898696        | 0.999863     | STABLE
123.1836     | 0.898914        | 0.999990     | STABLE
123.2135     | 0.899133        | 0.999805     | STABLE
123.2434     | 0.899351        | 0.999933     | STABLE
123.2733     | 0.899569        | 0.999938     | STABLE
123.3032     | 0.899787        | 0.999902     | STABLE
123.3331     | 0.900005        | 0.999772     | STABLE
123.3630     | 0.900224        | 0.999933     | STABLE
123.3929     | 0.900442        | 0.999995     | STABLE
123.4228     | 0.900660        | 0.999958     | STABLE
123.4527     | 0.900878        | 0.999900     | STABLE
123.4826     | 0.901096        | 0.999915     | STABLE
123.5126     | 0.901315        | 0.999958     | STABLE
123.5425     | 0.901533        | 0.999965     | STABLE
123.5724     | 0.901751        | 0.999958     | STABLE
123.6023     | 0.901969        | 0.999908     | STABLE
123.6322     | 0.902187        | 0.999957     | STABLE
123.6621     | 0.902406        | 0.999995     | STABLE
123.6920     | 0.902624        | 0.999933     | STABLE
123.7219     | 0.902842        | 0.999875     | STABLE
123.7518     | 0.903060        | 0.999885     | STABLE
123.7817     | 0.903279        | 0.999976     | STABLE
123.8116     | 0.903497        | 0.999822     | STABLE
123.8415     | 0.903715        | 0.999851     | STABLE
123.8714     | 0.903933        | 0.999614     | STABLE
123.9013     | 0.904151        | 0.999937     | STABLE
123.9312     | 0.904370        | 0.999913     | STABLE
123.9611     | 0.904588        | 0.999963     | STABLE
123.9910     | 0.904806        | 0.999974     | STABLE
124.0209     | 0.905024        | 0.999759     | STABLE
124.0508     | 0.905242        | 0.999936     | STABLE
124.0807     | 0.905461        | 0.999940     | STABLE
124.1106     | 0.905679        | 0.999821     | STABLE
124.1405     | 0.905897        | 0.999862     | STABLE
124.1704     | 0.906115        | 0.999800     | STABLE
124.2003     | 0.906334        | 0.999979     | STABLE
124.2302     | 0.906552        | 0.999860     | STABLE
124.2601     | 0.906770        | 0.999972     | STABLE
124.2900     | 0.906988        | 0.999816     | STABLE
124.3199     | 0.907206        | 0.999820     | STABLE
124.3498     | 0.907425        | 0.999912     | STABLE
124.3797     | 0.907643        | 0.999842     | STABLE
124.4096     | 0.907861        | 0.999307     | STABLE
124.4395     | 0.908079        | 0.999813     | STABLE
124.4694     | 0.908297        | 0.999964     | STABLE
124.4993     | 0.908516        | 0.999321     | STABLE
124.5293     | 0.908734        | 0.999758     | STABLE
124.5592     | 0.908952        | 0.999880     | STABLE
124.5891     | 0.909170        | 0.999893     | STABLE
124.6190     | 0.909389        | 0.999987     | STABLE
124.6489     | 0.909607        | 0.999995     | STABLE
124.6788     | 0.909825        | 0.999955     | STABLE
124.7087     | 0.910043        | 0.999850     | STABLE
124.7386     | 0.910261        | 0.999854     | STABLE
124.7685     | 0.910480        | 0.999951     | STABLE
124.7984     | 0.910698        | 0.999995     | STABLE
124.8283     | 0.910916        | 0.999748     | STABLE
124.8582     | 0.911134        | 0.999916     | STABLE
124.8881     | 0.911352        | 0.999624     | STABLE
124.9180     | 0.911571        | 0.999397     | STABLE
124.9479     | 0.911789        | 0.999889     | STABLE
124.9778     | 0.912007        | 0.999905     | STABLE
125.0077     | 0.912225        | 0.999925     | STABLE
125.0376     | 0.912443        | 0.999953     | STABLE
125.0675     | 0.912662        | 0.999638     | STABLE
125.0974     | 0.912880        | 0.999775     | STABLE
125.1273     | 0.913098        | 0.999955     | STABLE
125.1572     | 0.913316        | 0.999915     | STABLE
125.1871     | 0.913535        | 0.999852     | STABLE
125.2170     | 0.913753        | 0.999559     | STABLE
125.2469     | 0.913971        | 0.999964     | STABLE
125.2768     | 0.914189        | 0.999954     | STABLE
125.3067     | 0.914407        | 0.999984     | STABLE
125.3366     | 0.914626        | 0.999997     | STABLE
125.3665     | 0.914844        | 0.999968     | STABLE
125.3964     | 0.915062        | 0.999672     | STABLE
125.4263     | 0.915280        | 0.999945     | STABLE
125.4562     | 0.915498        | 0.999991     | STABLE
125.4861     | 0.915717        | 0.999861     | STABLE
125.5161     | 0.915935        | 0.999990     | STABLE
125.5460     | 0.916153        | 0.999943     | STABLE
125.5759     | 0.916371        | 0.999974     | STABLE
125.6058     | 0.916590        | 0.999938     | STABLE
125.6357     | 0.916808        | 0.999903     | STABLE
125.6656     | 0.917026        | 0.999980     | STABLE
125.6955     | 0.917244        | 0.999847     | STABLE
125.7254     | 0.917462        | 0.999690     | STABLE
125.7553     | 0.917681        | 0.999822     | STABLE
125.7852     | 0.917899        | 0.999783     | STABLE
125.8151     | 0.918117        | 0.999958     | STABLE
125.8450     | 0.918335        | 0.999877     | STABLE
125.8749     | 0.918553        | 0.999892     | STABLE
125.9048     | 0.918772        | 0.999880     | STABLE
125.9347     | 0.918990        | 0.999983     | STABLE
125.9646     | 0.919208        | 0.999818     | STABLE
125.9945     | 0.919426        | 0.999975     | STABLE
126.0244     | 0.919644        | 0.999969     | STABLE
126.0543     | 0.919863        | 0.999774     | STABLE
126.0842     | 0.920081        | 0.999683     | STABLE
126.1141     | 0.920299        | 0.999988     | STABLE
126.1440     | 0.920517        | 0.999986     | STABLE
126.1739     | 0.920736        | 0.999734     | STABLE
126.2038     | 0.920954        | 0.999983     | STABLE
126.2337     | 0.921172        | 0.999961     | STABLE
126.2636     | 0.921390        | 0.999995     | STABLE
126.2935     | 0.921608        | 0.999804     | STABLE
126.3234     | 0.921827        | 0.999911     | STABLE
126.3533     | 0.922045        | 0.999890     | STABLE
126.3832     | 0.922263        | 0.999833     | STABLE
126.4131     | 0.922481        | 0.999909     | STABLE
126.4430     | 0.922699        | 0.999778     | STABLE
126.4729     | 0.922918        | 0.999450     | STABLE
126.5029     | 0.923136        | 0.999429     | STABLE
126.5328     | 0.923354        | 0.999937     | STABLE
126.5627     | 0.923572        | 0.999987     | STABLE
126.5926     | 0.923791        | 0.999985     | STABLE
126.6225     | 0.924009        | 0.999931     | STABLE
126.6524     | 0.924227        | 0.999938     | STABLE
126.6823     | 0.924445        | 0.999775     | STABLE
126.7122     | 0.924663        | 0.999912     | STABLE
126.7421     | 0.924882        | 0.999936     | STABLE
126.7720     | 0.925100        | 0.999958     | STABLE
126.8019     | 0.925318        | 0.999926     | STABLE
126.8318     | 0.925536        | 0.999387     | STABLE
126.8617     | 0.925754        | 0.999448     | STABLE
126.8916     | 0.925973        | 0.999942     | STABLE
126.9215     | 0.926191        | 0.999897     | STABLE
126.9514     | 0.926409        | 0.999862     | STABLE
126.9813     | 0.926627        | 0.999975     | STABLE
127.0112     | 0.926846        | 0.999989     | STABLE
127.0411     | 0.927064        | 0.999905     | STABLE
127.0710     | 0.927282        | 0.999868     | STABLE
127.1009     | 0.927500        | 0.999916     | STABLE
127.1308     | 0.927718        | 0.999649     | STABLE
127.1607     | 0.927937        | 0.999848     | STABLE
127.1906     | 0.928155        | 0.999924     | STABLE
127.2205     | 0.928373        | 0.999979     | STABLE
127.2504     | 0.928591        | 0.999801     | STABLE
127.2803     | 0.928809        | 0.999841     | STABLE
127.3102     | 0.929028        | 0.999973     | STABLE
127.3401     | 0.929246        | 0.999681     | STABLE
127.3700     | 0.929464        | 0.999905     | STABLE
127.3999     | 0.929682        | 0.999944     | STABLE
127.4298     | 0.929900        | 0.999930     | STABLE
127.4597     | 0.930119        | 0.999962     | STABLE
127.4896     | 0.930337        | 0.999947     | STABLE
127.5196     | 0.930555        | 0.999938     | STABLE
127.5495     | 0.930773        | 0.999714     | STABLE
127.5794     | 0.930992        | 0.999946     | STABLE
127.6093     | 0.931210        | 0.999960     | STABLE
127.6392     | 0.931428        | 0.999916     | STABLE
127.6691     | 0.931646        | 0.999986     | STABLE
127.6990     | 0.931864        | 0.999835     | STABLE
127.7289     | 0.932083        | 0.999775     | STABLE
127.7588     | 0.932301        | 0.999894     | STABLE
127.7887     | 0.932519        | 0.999604     | STABLE
127.8186     | 0.932737        | 0.999854     | STABLE
127.8485     | 0.932955        | 0.999967     | STABLE
127.8784     | 0.933174        | 0.999778     | STABLE
127.9083     | 0.933392        | 0.999752     | STABLE
127.9382     | 0.933610        | 0.999866     | STABLE
127.9681     | 0.933828        | 0.999929     | STABLE
127.9980     | 0.934047        | 0.999965     | STABLE
128.0279     | 0.934265        | 0.999978     | STABLE
128.0578     | 0.934483        | 0.999974     | STABLE
128.0877     | 0.934701        | 0.999708     | STABLE
128.1176     | 0.934919        | 0.999970     | STABLE
128.1475     | 0.935138        | 0.999874     | STABLE
128.1774     | 0.935356        | 0.999831     | STABLE
128.2073     | 0.935574        | 0.999941     | STABLE
128.2372     | 0.935792        | 0.999935     | STABLE
