SIMULATION LOG - STABLE CANDIDATES ONLY
VACUUM_FREQ: 137.035999
------------------------------------------------------------
FREQ_HZ      | RATIO (w/vac)   | MAX_STRAIN   | STATUS
49.5326      | 0.361457        | 0.999982     | STABLE
49.5625      | 0.361675        | 0.997910     | STABLE
49.5924      | 0.361893        | 0.999794     | STABLE
49.6223      | 0.362111        | 0.999971     | STABLE
49.6522      | 0.362329        | 0.999882     | STABLE
49.6821      | 0.362548        | 0.999900     | STABLE
49.7120      | 0.362766        | 0.999772     | STABLE
49.7419      | 0.362984        | 0.999987     | STABLE
49.7718      | 0.363202        | 0.999840     | STABLE
49.8017      | 0.363420        | 0.999851     | STABLE
49.8316      | 0.363639        | 0.999987     | STABLE
49.8615      | 0.363857        | 0.999960     | STABLE
49.8914      | 0.364075        | 0.999994     | STABLE
49.9213      | 0.364293        | 0.999894     | STABLE
49.9512      | 0.364511        | 0.999967     | STABLE
49.9811      | 0.364730        | 0.999983     | STABLE
50.0110      | 0.364948        | 0.999961     | STABLE
50.0409      | 0.365166        | 0.999965     | STABLE
50.0708      | 0.365384        | 0.999790     | STABLE
50.1007      | 0.365603        | 0.999991     | STABLE
50.1306      | 0.365821        | 0.999995     | STABLE
50.1605      | 0.366039        | 0.999950     | STABLE
50.1904      | 0.366257        | 0.999967     | STABLE
50.2203      | 0.366475        | 0.999987     | STABLE
50.2502      | 0.366694        | 0.999934     | STABLE
50.2801      | 0.366912        | 0.999978     | STABLE
50.3100      | 0.367130        | 0.999925     | STABLE
50.3399      | 0.367348        | 0.999834     | STABLE
50.3698      | 0.367566        | 0.999954     | STABLE
50.3997      | 0.367785        | 0.999850     | STABLE
50.4296      | 0.368003        | 0.999933     | STABLE
50.4595      | 0.368221        | 0.999952     | STABLE
50.4894      | 0.368439        | 0.999939     | STABLE
50.5194      | 0.368658        | 0.999811     | STABLE
50.5493      | 0.368876        | 0.999986     | STABLE
50.5792      | 0.369094        | 0.999932     | STABLE
50.6091      | 0.369312        | 0.999956     | STABLE
50.6390      | 0.369530        | 0.999765     | STABLE
50.6689      | 0.369749        | 0.999947     | STABLE
50.6988      | 0.369967        | 0.999854     | STABLE
50.7287      | 0.370185        | 0.999906     | STABLE
50.7586      | 0.370403        | 0.999859     | STABLE
50.7885      | 0.370621        | 0.999949     | STABLE
50.8184      | 0.370840        | 0.999854     | STABLE
50.8483      | 0.371058        | 0.999987     | STABLE
50.8782      | 0.371276        | 0.999966     | STABLE
50.9081      | 0.371494        | 0.999873     | STABLE
50.9380      | 0.371713        | 0.999949     | STABLE
50.9679      | 0.371931        | 0.999860     | STABLE
50.9978      | 0.372149        | 0.999924     | STABLE
51.0277      | 0.372367        | 0.999370     | STABLE
51.0576      | 0.372585        | 0.999951     | STABLE
51.0875      | 0.372804        | 0.999877     | STABLE
51.1174      | 0.373022        | 0.999664     | STABLE
51.1473      | 0.373240        | 0.999761     | STABLE
51.1772      | 0.373458        | 0.999815     | STABLE
51.2071      | 0.373676        | 0.999996     | STABLE
51.2370      | 0.373895        | 0.999920     | STABLE
51.2669      | 0.374113        | 0.999977     | STABLE
51.2968      | 0.374331        | 0.999967     | STABLE
51.3267      | 0.374549        | 0.999929     | STABLE
51.3566      | 0.374767        | 0.999988     | STABLE
51.3865      | 0.374986        | 0.999323     | STABLE
51.4164      | 0.375204        | 0.999994     | STABLE
51.4463      | 0.375422        | 0.999971     | STABLE
51.4762      | 0.375640        | 0.999972     | STABLE
51.5062      | 0.375859        | 0.999991     | STABLE
51.5361      | 0.376077        | 0.999911     | STABLE
51.5660      | 0.376295        | 0.999964     | STABLE
51.5959      | 0.376513        | 0.999932     | STABLE
51.6258      | 0.376731        | 0.999887     | STABLE
51.6557      | 0.376950        | 0.999884     | STABLE
51.6856      | 0.377168        | 0.999905     | STABLE
51.7155      | 0.377386        | 0.999529     | STABLE
51.7454      | 0.377604        | 0.999808     | STABLE
51.7753      | 0.377822        | 0.999780     | STABLE
51.8052      | 0.378041        | 0.999875     | STABLE
51.8351      | 0.378259        | 0.999835     | STABLE
51.8650      | 0.378477        | 0.999817     | STABLE
51.8949      | 0.378695        | 0.999744     | STABLE
51.9248      | 0.378914        | 0.999987     | STABLE
51.9547      | 0.379132        | 0.999944     | STABLE
51.9846      | 0.379350        | 0.999887     | STABLE
52.0145      | 0.379568        | 0.999937     | STABLE
52.0444      | 0.379786        | 0.999999     | STABLE
52.0743      | 0.380005        | 0.999686     | STABLE
52.1042      | 0.380223        | 0.999813     | STABLE
52.1341      | 0.380441        | 0.999973     | STABLE
52.1640      | 0.380659        | 0.999913     | STABLE
52.1939      | 0.380877        | 0.999953     | STABLE
52.2238      | 0.381096        | 0.999992     | STABLE
52.2537      | 0.381314        | 0.999909     | STABLE
52.2836      | 0.381532        | 0.999899     | STABLE
52.3135      | 0.381750        | 0.999535     | STABLE
52.3434      | 0.381968        | 0.999825     | STABLE
52.3733      | 0.382187        | 0.999869     | STABLE
52.4032      | 0.382405        | 0.999667     | STABLE
52.4331      | 0.382623        | 0.999829     | STABLE
52.4630      | 0.382841        | 0.999969     | STABLE
52.4929      | 0.383060        | 0.999938     | STABLE
52.5229      | 0.383278        | 0.999948     | STABLE
52.5528      | 0.383496        | 0.999838     | STABLE
52.5827      | 0.383714        | 0.999897     | STABLE
52.6126      | 0.383932        | 0.999930     | STABLE
52.6425      | 0.384151        | 0.999910     | STABLE
52.6724      | 0.384369        | 0.999209     | STABLE
52.7023      | 0.384587        | 0.999724     | STABLE
52.7322      | 0.384805        | 0.999981     | STABLE
52.7621      | 0.385023        | 0.999937     | STABLE
52.7920      | 0.385242        | 0.999824     | STABLE
52.8219      | 0.385460        | 0.999956     | STABLE
52.8518      | 0.385678        | 0.999991     | STABLE
52.8817      | 0.385896        | 0.999975     | STABLE
52.9116      | 0.386115        | 0.999883     | STABLE
52.9415      | 0.386333        | 0.999994     | STABLE
52.9714      | 0.386551        | 0.999602     | STABLE
53.0013      | 0.386769        | 0.999969     | STABLE
53.0312      | 0.386987        | 0.999993     | STABLE
53.0611      | 0.387206        | 0.999780     | STABLE
53.0910      | 0.387424        | 0.999864     | STABLE
53.1209      | 0.387642        | 0.999951     | STABLE
53.1508      | 0.387860        | 0.999973     | STABLE
53.1807      | 0.388078        | 0.999972     | STABLE
53.2106      | 0.388297        | 0.999336     | STABLE
53.2405      | 0.388515        | 0.999885     | STABLE
53.2704      | 0.388733        | 0.999723     | STABLE
53.3003      | 0.388951        | 0.999995     | STABLE
53.3302      | 0.389170        | 0.999386     | STABLE
53.3601      | 0.389388        | 0.999995     | STABLE
53.3900      | 0.389606        | 0.999911     | STABLE
53.4199      | 0.389824        | 0.999933     | STABLE
53.4498      | 0.390042        | 0.999970     | STABLE
53.4797      | 0.390261        | 0.999994     | STABLE
53.5097      | 0.390479        | 0.999925     | STABLE
53.5396      | 0.390697        | 0.999815     | STABLE
53.5695      | 0.390915        | 0.999938     | STABLE
53.5994      | 0.391133        | 0.999976     | STABLE
53.6293      | 0.391352        | 0.999936     | STABLE
53.6592      | 0.391570        | 0.999940     | STABLE
53.6891      | 0.391788        | 0.999906     | STABLE
53.7190      | 0.392006        | 0.999770     | STABLE
53.7489      | 0.392224        | 0.999831     | STABLE
53.7788      | 0.392443        | 0.999877     | STABLE
53.8087      | 0.392661        | 0.999829     | STABLE
53.8386      | 0.392879        | 0.999902     | STABLE
53.8685      | 0.393097        | 0.999683     | STABLE
53.8984      | 0.393316        | 0.999987     | STABLE
53.9283      | 0.393534        | 0.999835     | STABLE
53.9582      | 0.393752        | 0.999874     | STABLE
53.9881      | 0.393970        | 0.999762     | STABLE
54.0180      | 0.394188        | 0.999334     | STABLE
54.0479      | 0.394407        | 0.999939     | STABLE
54.0778      | 0.394625        | 0.999985     | STABLE
54.1077      | 0.394843        | 0.999855     | STABLE
54.1376      | 0.395061        | 0.999855     | STABLE
54.1675      | 0.395279        | 0.999978     | STABLE
54.1974      | 0.395498        | 0.999968     | STABLE
54.2273      | 0.395716        | 0.999909     | STABLE
54.2572      | 0.395934        | 0.999804     | STABLE
54.2871      | 0.396152        | 0.998733     | STABLE
54.3170      | 0.396371        | 0.999944     | STABLE
54.3469      | 0.396589        | 0.999869     | STABLE
54.3768      | 0.396807        | 0.999944     | STABLE
54.4067      | 0.397025        | 0.999991     | STABLE
54.4366      | 0.397243        | 0.999766     | STABLE
54.4665      | 0.397462        | 0.999994     | STABLE
54.4964      | 0.397680        | 0.999939     | STABLE
54.5264      | 0.397898        | 0.999887     | STABLE
54.5563      | 0.398116        | 0.999797     | STABLE
54.5862      | 0.398334        | 0.999957     | STABLE
54.6161      | 0.398553        | 0.999955     | STABLE
54.6460      | 0.398771        | 0.999991     | STABLE
54.6759      | 0.398989        | 0.999948     | STABLE
54.7058      | 0.399207        | 0.999984     | STABLE
54.7357      | 0.399426        | 0.999960     | STABLE
54.7656      | 0.399644        | 0.999980     | STABLE
54.7955      | 0.399862        | 0.999908     | STABLE
54.8254      | 0.400080        | 0.999591     | STABLE
54.8553      | 0.400298        | 0.999910     | STABLE
54.8852      | 0.400517        | 0.999778     | STABLE
54.9151      | 0.400735        | 0.999826     | STABLE
54.9450      | 0.400953        | 0.999255     | STABLE
54.9749      | 0.401171        | 0.999905     | STABLE
55.0048      | 0.401389        | 0.999993     | STABLE
55.0347      | 0.401608        | 0.999925     | STABLE
55.0646      | 0.401826        | 0.999734     | STABLE
55.0945      | 0.402044        | 0.999869     | STABLE
55.1244      | 0.402262        | 0.999936     | STABLE
55.1543      | 0.402480        | 0.998362     | STABLE
55.1842      | 0.402699        | 0.999816     | STABLE
55.2141      | 0.402917        | 0.999921     | STABLE
55.2440      | 0.403135        | 0.999942     | STABLE
55.2739      | 0.403353        | 0.999540     | STABLE
55.3038      | 0.403572        | 0.999920     | STABLE
55.3337      | 0.403790        | 0.999986     | STABLE
55.3636      | 0.404008        | 0.999912     | STABLE
55.3935      | 0.404226        | 0.999606     | STABLE
55.4234      | 0.404444        | 0.999784     | STABLE
55.4533      | 0.404663        | 0.999807     | STABLE
55.4832      | 0.404881        | 0.999863     | STABLE
55.5132      | 0.405099        | 0.999979     | STABLE
55.5431      | 0.405317        | 0.999876     | STABLE
55.5730      | 0.405535        | 0.999807     | STABLE
55.6029      | 0.405754        | 0.999617     | STABLE
55.6328      | 0.405972        | 0.999999     | STABLE
55.6627      | 0.406190        | 0.999942     | STABLE
55.6926      | 0.406408        | 1.000000     | STABLE
55.7225      | 0.406627        | 0.999933     | STABLE
55.7524      | 0.406845        | 0.999886     | STABLE
55.7823      | 0.407063        | 0.999856     | STABLE
55.8122      | 0.407281        | 0.999916     | STABLE
55.8421      | 0.407499        | 0.999674     | STABLE
55.8720      | 0.407718        | 0.999955     | STABLE
55.9019      | 0.407936        | 0.999934     | STABLE
55.9318      | 0.408154        | 0.998954     | STABLE
55.9617      | 0.408372        | 0.999887     | STABLE
55.9916      | 0.408590        | 0.999994     | STABLE
56.0215      | 0.408809        | 0.999916     | STABLE
56.0514      | 0.409027        | 0.999875     | STABLE
56.0813      | 0.409245        | 0.999630     | STABLE
56.1112      | 0.409463        | 0.999816     | STABLE
56.1411      | 0.409682        | 0.999828     | STABLE
56.1710      | 0.409900        | 0.999724     | STABLE
56.2009      | 0.410118        | 0.999879     | STABLE
56.2308      | 0.410336        | 0.999881     | STABLE
56.2607      | 0.410554        | 0.999899     | STABLE
56.2906      | 0.410773        | 0.999903     | STABLE
56.3205      | 0.410991        | 0.999964     | STABLE
56.3504      | 0.411209        | 0.999863     | STABLE
56.3803      | 0.411427        | 0.999983     | STABLE
56.4102      | 0.411645        | 0.999952     | STABLE
56.4401      | 0.411864        | 0.999921     | STABLE
56.4700      | 0.412082        | 0.999972     | STABLE
56.4999      | 0.412300        | 0.999832     | STABLE
56.5299      | 0.412518        | 0.999962     | STABLE
56.5598      | 0.412736        | 0.999994     | STABLE
56.5897      | 0.412955        | 0.999927     | STABLE
56.6196      | 0.413173        | 0.999970     | STABLE
56.6495      | 0.413391        | 0.999987     | STABLE
56.6794      | 0.413609        | 0.999930     | STABLE
56.7093      | 0.413828        | 0.999769     | STABLE
56.7392      | 0.414046        | 0.999906     | STABLE
56.7691      | 0.414264        | 0.999874     | STABLE
56.7990      | 0.414482        | 0.999979     | STABLE
56.8289      | 0.414700        | 0.999993     | STABLE
56.8588      | 0.414919        | 0.999997     | STABLE
56.8887      | 0.415137        | 0.999786     | STABLE
56.9186      | 0.415355        | 0.999652     | STABLE
56.9485      | 0.415573        | 0.999962     | STABLE
56.9784      | 0.415791        | 0.999854     | STABLE
57.0083      | 0.416010        | 0.999716     | STABLE
57.0382      | 0.416228        | 0.999559     | STABLE
57.0681      | 0.416446        | 0.999936     | STABLE
57.0980      | 0.416664        | 0.999938     | STABLE
57.1279      | 0.416883        | 0.999641     | STABLE
57.1578      | 0.417101        | 0.999934     | STABLE
57.1877      | 0.417319        | 0.999993     | STABLE
57.2176      | 0.417537        | 0.999697     | STABLE
57.2475      | 0.417755        | 0.999973     | STABLE
57.2774      | 0.417974        | 0.999813     | STABLE
57.3073      | 0.418192        | 0.999933     | STABLE
57.3372      | 0.418410        | 0.999731     | STABLE
57.3671      | 0.418628        | 0.999871     | STABLE
57.3970      | 0.418846        | 0.999860     | STABLE
57.4269      | 0.419065        | 0.999988     | STABLE
57.4568      | 0.419283        | 0.999990     | STABLE
57.4867      | 0.419501        | 0.999957     | STABLE
57.5167      | 0.419719        | 0.999994     | STABLE
57.5466      | 0.419937        | 0.999806     | STABLE
57.5765      | 0.420156        | 0.999663     | STABLE
57.6064      | 0.420374        | 0.999986     | STABLE
57.6363      | 0.420592        | 0.999994     | STABLE
57.6662      | 0.420810        | 0.999844     | STABLE
57.6961      | 0.421029        | 0.999983     | STABLE
57.7260      | 0.421247        | 0.999682     | STABLE
57.7559      | 0.421465        | 0.999988     | STABLE
57.7858      | 0.421683        | 0.999820     | STABLE
57.8157      | 0.421901        | 0.999977     | STABLE
57.8456      | 0.422120        | 0.999997     | STABLE
57.8755      | 0.422338        | 0.999816     | STABLE
57.9054      | 0.422556        | 0.999793     | STABLE
57.9353      | 0.422774        | 0.999945     | STABLE
57.9652      | 0.422992        | 0.999845     | STABLE
57.9951      | 0.423211        | 0.999704     | STABLE
58.0250      | 0.423429        | 0.999864     | STABLE
58.0549      | 0.423647        | 0.999865     | STABLE
58.0848      | 0.423865        | 0.999986     | STABLE
58.1147      | 0.424084        | 0.999849     | STABLE
58.1446      | 0.424302        | 0.999839     | STABLE
58.1745      | 0.424520        | 0.999959     | STABLE
58.2044      | 0.424738        | 0.999935     | STABLE
58.2343      | 0.424956        | 0.999921     | STABLE
58.2642      | 0.425175        | 0.999582     | STABLE
58.2941      | 0.425393        | 0.999814     | STABLE
58.3240      | 0.425611        | 0.999997     | STABLE
58.3539      | 0.425829        | 0.999896     | STABLE
58.3838      | 0.426047        | 0.999987     | STABLE
58.4137      | 0.426266        | 0.999981     | STABLE
58.4436      | 0.426484        | 0.999994     | STABLE
58.4735      | 0.426702        | 0.999960     | STABLE
58.5035      | 0.426920        | 0.999939     | STABLE
58.5334      | 0.427139        | 0.999962     | STABLE
58.5633      | 0.427357        | 0.999945     | STABLE
58.5932      | 0.427575        | 0.999950     | STABLE
58.6231      | 0.427793        | 0.999976     | STABLE
58.6530      | 0.428011        | 0.999898     | STABLE
58.6829      | 0.428230        | 0.999805     | STABLE
58.7128      | 0.428448        | 0.999767     | STABLE
58.7427      | 0.428666        | 0.999919     | STABLE
58.7726      | 0.428884        | 0.999722     | STABLE
58.8025      | 0.429102        | 0.999990     | STABLE
58.8324      | 0.429321        | 0.999938     | STABLE
58.8623      | 0.429539        | 0.999975     | STABLE
58.8922      | 0.429757        | 0.999892     | STABLE
58.9221      | 0.429975        | 0.999747     | STABLE
58.9520      | 0.430193        | 0.999836     | STABLE
58.9819      | 0.430412        | 0.999789     | STABLE
59.0118      | 0.430630        | 0.999971     | STABLE
59.0417      | 0.430848        | 0.999994     | STABLE
59.0716      | 0.431066        | 0.999839     | STABLE
59.1015      | 0.431285        | 0.999834     | STABLE
59.1314      | 0.431503        | 0.999974     | STABLE
59.1613      | 0.431721        | 0.999940     | STABLE
59.1912      | 0.431939        | 0.999675     | STABLE
59.2211      | 0.432157        | 0.999886     | STABLE
59.2510      | 0.432376        | 0.999948     | STABLE
59.2809      | 0.432594        | 0.999875     | STABLE
59.3108      | 0.432812        | 0.999964     | STABLE
59.3407      | 0.433030        | 0.999978     | STABLE
59.3706      | 0.433248        | 0.999961     | STABLE
59.4005      | 0.433467        | 0.999874     | STABLE
59.4304      | 0.433685        | 0.999819     | STABLE
59.4603      | 0.433903        | 0.999994     | STABLE
59.4902      | 0.434121        | 0.999920     | STABLE
59.5202      | 0.434340        | 0.999740     | STABLE
59.5501      | 0.434558        | 0.999875     | STABLE
59.5800      | 0.434776        | 0.999979     | STABLE
59.6099      | 0.434994        | 0.999654     | STABLE
59.6398      | 0.435212        | 0.999897     | STABLE
59.6697      | 0.435431        | 0.999808     | STABLE
59.6996      | 0.435649        | 0.999914     | STABLE
59.7295      | 0.435867        | 0.999859     | STABLE
59.7594      | 0.436085        | 0.999976     | STABLE
59.7893      | 0.436303        | 0.999908     | STABLE
59.8192      | 0.436522        | 0.999886     | STABLE
59.8491      | 0.436740        | 0.999501     | STABLE
59.8790      | 0.436958        | 0.999866     | STABLE
59.9089      | 0.437176        | 0.999832     | STABLE
59.9388      | 0.437395        | 0.999919     | STABLE
59.9687      | 0.437613        | 0.999980     | STABLE
59.9986      | 0.437831        | 0.999893     | STABLE
60.0285      | 0.438049        | 0.999737     | STABLE
60.0584      | 0.438267        | 0.999854     | STABLE
60.0883      | 0.438486        | 0.999726     | STABLE
60.1182      | 0.438704        | 0.999927     | STABLE
60.1481      | 0.438922        | 0.999990     | STABLE
60.1780      | 0.439140        | 0.999974     | STABLE
60.2079      | 0.439358        | 0.999859     | STABLE
60.2378      | 0.439577        | 0.999931     | STABLE
60.2677      | 0.439795        | 0.999980     | STABLE
60.2976      | 0.440013        | 0.999833     | STABLE
60.3275      | 0.440231        | 0.999961     | STABLE
60.3574      | 0.440449        | 0.999810     | STABLE
60.3873      | 0.440668        | 0.999903     | STABLE
60.4172      | 0.440886        | 0.999887     | STABLE
60.4471      | 0.441104        | 0.999982     | STABLE
60.4770      | 0.441322        | 0.999937     | STABLE
60.5070      | 0.441541        | 0.999739     | STABLE
60.5369      | 0.441759        | 0.999933     | STABLE
60.5668      | 0.441977        | 0.999993     | STABLE
60.5967      | 0.442195        | 0.999831     | STABLE
60.6266      | 0.442413        | 0.999971     | STABLE
60.6565      | 0.442632        | 0.999985     | STABLE
60.6864      | 0.442850        | 0.999853     | STABLE
60.7163      | 0.443068        | 0.999659     | STABLE
60.7462      | 0.443286        | 0.999624     | STABLE
60.7761      | 0.443504        | 0.999849     | STABLE
60.8060      | 0.443723        | 0.999943     | STABLE
60.8359      | 0.443941        | 0.999767     | STABLE
60.8658      | 0.444159        | 0.999400     | STABLE
60.8957      | 0.444377        | 0.999855     | STABLE
60.9256      | 0.444596        | 0.999904     | STABLE
60.9555      | 0.444814        | 0.999895     | STABLE
60.9854      | 0.445032        | 0.999909     | STABLE
61.0153      | 0.445250        | 0.999904     | STABLE
61.0452      | 0.445468        | 0.999764     | STABLE
61.0751      | 0.445687        | 0.999769     | STABLE
61.1050      | 0.445905        | 0.999956     | STABLE
61.1349      | 0.446123        | 0.999604     | STABLE
61.1648      | 0.446341        | 0.999987     | STABLE
61.1947      | 0.446559        | 0.999941     | STABLE
61.2246      | 0.446778        | 0.999969     | STABLE
61.2545      | 0.446996        | 0.999948     | STABLE
61.2844      | 0.447214        | 0.999885     | STABLE
61.3143      | 0.447432        | 0.999887     | STABLE
61.3442      | 0.447651        | 0.999904     | STABLE
61.3741      | 0.447869        | 0.999916     | STABLE
61.4040      | 0.448087        | 0.998482     | STABLE
61.4339      | 0.448305        | 0.999942     | STABLE
61.4638      | 0.448523        | 0.999958     | STABLE
61.4937      | 0.448742        | 0.999978     | STABLE
61.5237      | 0.448960        | 0.999928     | STABLE
61.5536      | 0.449178        | 0.999823     | STABLE
61.5835      | 0.449396        | 0.999941     | STABLE
61.6134      | 0.449614        | 0.999973     | STABLE
61.6433      | 0.449833        | 0.999843     | STABLE
61.6732      | 0.450051        | 0.999950     | STABLE
61.7031      | 0.450269        | 0.999895     | STABLE
61.7330      | 0.450487        | 0.999960     | STABLE
61.7629      | 0.450705        | 0.999996     | STABLE
61.7928      | 0.450924        | 0.999798     | STABLE
61.8227      | 0.451142        | 0.999958     | STABLE
61.8526      | 0.451360        | 0.999973     | STABLE
61.8825      | 0.451578        | 0.999907     | STABLE
61.9124      | 0.451797        | 0.999965     | STABLE
61.9423      | 0.452015        | 0.999932     | STABLE
61.9722      | 0.452233        | 0.999995     | STABLE
62.0021      | 0.452451        | 0.999885     | STABLE
62.0320      | 0.452669        | 0.999913     | STABLE
62.0619      | 0.452888        | 0.999971     | STABLE
62.0918      | 0.453106        | 0.999993     | STABLE
62.1217      | 0.453324        | 0.999730     | STABLE
62.1516      | 0.453542        | 0.999947     | STABLE
62.1815      | 0.453760        | 0.999936     | STABLE
62.2114      | 0.453979        | 0.999881     | STABLE
62.2413      | 0.454197        | 0.999996     | STABLE
62.2712      | 0.454415        | 0.999712     | STABLE
62.3011      | 0.454633        | 0.999929     | STABLE
62.3310      | 0.454852        | 0.999850     | STABLE
62.3609      | 0.455070        | 0.999990     | STABLE
62.3908      | 0.455288        | 0.999948     | STABLE
62.4207      | 0.455506        | 0.999925     | STABLE
62.4506      | 0.455724        | 0.999984     | STABLE
62.4805      | 0.455943        | 0.999905     | STABLE
62.5105      | 0.456161        | 0.999985     | STABLE
62.5404      | 0.456379        | 0.999983     | STABLE
62.5703      | 0.456597        | 0.999942     | STABLE
62.6002      | 0.456815        | 0.999986     | STABLE
62.6301      | 0.457034        | 0.999957     | STABLE
62.6600      | 0.457252        | 0.999799     | STABLE
62.6899      | 0.457470        | 0.998221     | STABLE
62.7198      | 0.457688        | 0.999975     | STABLE
62.7497      | 0.457907        | 0.999974     | STABLE
62.7796      | 0.458125        | 0.999826     | STABLE
62.8095      | 0.458343        | 0.999675     | STABLE
62.8394      | 0.458561        | 0.999868     | STABLE
62.8693      | 0.458779        | 0.999502     | STABLE
62.8992      | 0.458998        | 0.999967     | STABLE
62.9291      | 0.459216        | 0.999330     | STABLE
62.9590      | 0.459434        | 0.999833     | STABLE
62.9889      | 0.459652        | 0.999871     | STABLE
63.0188      | 0.459870        | 0.999854     | STABLE
63.0487      | 0.460089        | 0.999999     | STABLE
63.0786      | 0.460307        | 0.999827     | STABLE
63.1085      | 0.460525        | 0.999887     | STABLE
63.1384      | 0.460743        | 0.999854     | STABLE
63.1683      | 0.460961        | 0.999900     | STABLE
63.1982      | 0.461180        | 0.999659     | STABLE
63.2281      | 0.461398        | 0.999974     | STABLE
63.2580      | 0.461616        | 0.999876     | STABLE
63.2879      | 0.461834        | 0.999764     | STABLE
63.3178      | 0.462053        | 0.999914     | STABLE
63.3477      | 0.462271        | 0.999405     | STABLE
63.3776      | 0.462489        | 0.999952     | STABLE
63.4075      | 0.462707        | 0.999973     | STABLE
63.4374      | 0.462925        | 0.999907     | STABLE
63.4673      | 0.463144        | 0.999936     | STABLE
63.4972      | 0.463362        | 0.999995     | STABLE
63.5272      | 0.463580        | 0.999956     | STABLE
63.5571      | 0.463798        | 0.999817     | STABLE
63.5870      | 0.464016        | 0.999773     | STABLE
63.6169      | 0.464235        | 0.999993     | STABLE
63.6468      | 0.464453        | 0.999510     | STABLE
63.6767      | 0.464671        | 0.999984     | STABLE
63.7066      | 0.464889        | 0.999886     | STABLE
63.7365      | 0.465108        | 0.999979     | STABLE
63.7664      | 0.465326        | 0.999899     | STABLE
63.7963      | 0.465544        | 0.999978     | STABLE
63.8262      | 0.465762        | 0.999881     | STABLE
63.8561      | 0.465980        | 0.999289     | STABLE
63.8860      | 0.466199        | 0.999939     | STABLE
63.9159      | 0.466417        | 0.999998     | STABLE
63.9458      | 0.466635        | 0.999914     | STABLE
63.9757      | 0.466853        | 0.999967     | STABLE
64.0056      | 0.467071        | 0.999782     | STABLE
64.0355      | 0.467290        | 0.999941     | STABLE
64.0654      | 0.467508        | 0.999706     | STABLE
64.0953      | 0.467726        | 0.999884     | STABLE
64.1252      | 0.467944        | 0.999821     | STABLE
64.1551      | 0.468162        | 0.999915     | STABLE
64.1850      | 0.468381        | 0.999804     | STABLE
64.2149      | 0.468599        | 0.999975     | STABLE
64.2448      | 0.468817        | 0.999977     | STABLE
64.2747      | 0.469035        | 0.999843     | STABLE
64.3046      | 0.469254        | 0.999984     | STABLE
64.3345      | 0.469472        | 0.999157     | STABLE
64.3644      | 0.469690        | 0.999941     | STABLE
64.3943      | 0.469908        | 0.999922     | STABLE
64.4242      | 0.470126        | 0.999929     | STABLE
64.4541      | 0.470345        | 0.999973     | STABLE
64.4840      | 0.470563        | 0.999981     | STABLE
64.5140      | 0.470781        | 0.999906     | STABLE
64.5439      | 0.470999        | 0.999864     | STABLE
64.5738      | 0.471217        | 0.999949     | STABLE
64.6037      | 0.471436        | 0.999993     | STABLE
64.6336      | 0.471654        | 0.999988     | STABLE
64.6635      | 0.471872        | 0.999966     | STABLE
64.6934      | 0.472090        | 0.999883     | STABLE
64.7233      | 0.472309        | 0.999942     | STABLE
64.7532      | 0.472527        | 0.999837     | STABLE
64.7831      | 0.472745        | 0.999882     | STABLE
64.8130      | 0.472963        | 0.999844     | STABLE
64.8429      | 0.473181        | 0.999968     | STABLE
64.8728      | 0.473400        | 0.999992     | STABLE
64.9027      | 0.473618        | 0.999919     | STABLE
64.9326      | 0.473836        | 0.999777     | STABLE
64.9625      | 0.474054        | 0.999988     | STABLE
64.9924      | 0.474272        | 0.999910     | STABLE
65.0223      | 0.474491        | 0.999649     | STABLE
65.0522      | 0.474709        | 0.999862     | STABLE
65.0821      | 0.474927        | 0.999959     | STABLE
65.1120      | 0.475145        | 0.999850     | STABLE
65.1419      | 0.475364        | 0.999993     | STABLE
65.1718      | 0.475582        | 0.999548     | STABLE
65.2017      | 0.475800        | 0.999926     | STABLE
65.2316      | 0.476018        | 0.999973     | STABLE
65.2615      | 0.476236        | 0.999606     | STABLE
65.2914      | 0.476455        | 0.999972     | STABLE
65.3213      | 0.476673        | 0.999971     | STABLE
65.3512      | 0.476891        | 0.999505     | STABLE
65.3811      | 0.477109        | 0.999756     | STABLE
65.4110      | 0.477327        | 0.999881     | STABLE
65.4409      | 0.477546        | 0.999883     | STABLE
65.4708      | 0.477764        | 0.999779     | STABLE
65.5008      | 0.477982        | 0.999968     | STABLE
65.5307      | 0.478200        | 0.999983     | STABLE
65.5606      | 0.478418        | 0.999994     | STABLE
65.5905      | 0.478637        | 0.999974     | STABLE
65.6204      | 0.478855        | 0.999834     | STABLE
65.6503      | 0.479073        | 0.999917     | STABLE
65.6802      | 0.479291        | 0.999933     | STABLE
65.7101      | 0.479510        | 0.999893     | STABLE
65.7400      | 0.479728        | 0.999892     | STABLE
65.7699      | 0.479946        | 0.999919     | STABLE
65.7998      | 0.480164        | 0.999931     | STABLE
65.8297      | 0.480382        | 0.999970     | STABLE
65.8596      | 0.480601        | 0.999998     | STABLE
65.8895      | 0.480819        | 0.999961     | STABLE
65.9194      | 0.481037        | 0.999985     | STABLE
65.9493      | 0.481255        | 0.999572     | STABLE
65.9792      | 0.481473        | 0.999966     | STABLE
66.0091      | 0.481692        | 0.999835     | STABLE
66.0390      | 0.481910        | 0.999998     | STABLE
66.0689      | 0.482128        | 0.999990     | STABLE
66.0988      | 0.482346        | 0.999895     | STABLE
66.1287      | 0.482565        | 0.999991     | STABLE
